country,reactor_age_years,reactor_type_code,reactor_nominal_power_mw,load_factor_pct,population_within_30km,ambient_temp_c,co2_avoided_tons_per_hour,core_temp_c,coolant_pressure_bar,neutron_flux,control_rod_position_pct,coolant_flow_rate,radiation_inside_uSv,radiation_outside_uSv,maintenance_score,days_since_maintenance,sensor_anomaly_flag,grid_demand_index,market_price_eur_mwh,backup_generator_health,staff_fatigue_index,public_anxiety_index,social_media_rumour_index,regulator_scrutiny_score,env_risk_index,weather_severity_index,seismic_activity_index,cyber_attack_score,avalon_raw_risk_score,avalon_learned_reward_score,true_risk_level,avalon_evac_recommendation,avalon_shutdown_recommendation,human_override,incident_occurred,year
Greece,30,1,857.9395067869007,73.86935898812823,545684,11.96578848865017,0.2535017656677569,289.57785202691935,165.66836955641918,1.2570979287250137,43.70768225177555,5658.922757232458,41.25016964805328,0.2532828756648025,60.77426174494102,496,0,54.66599370956746,133.99728489989602,74.62684925691163,66.68084907811821,30.20322610018721,22.511532113932248,59.7445041230332,48.29309662243341,15.663153604454536,3.600540442347868,32.9392985425204,1.951543132166004,6.038216705691105,3,0,1,0,0,2020
Estonia,4,3,1091.5142258318265,89.33063946741319,700854,-8.161918230225314,0.3900226551253421,297.1697708731068,159.84498858172702,0.7923076794426323,26.92031853088219,5996.88130454146,63.00909049513064,0.2193913814733024,90.46052715124702,351,0,58.13724453271868,168.4248082746238,57.42313401125368,37.23437462128716,22.308650347525507,15.509845635816458,54.70676134630551,0.9698571644991744,28.65244552299159,32.540057059697894,22.311586392794272,0.7952515954465502,5.278567995681952,3,0,1,0,0,1992
Finland,13,3,1575.5273290209018,83.13563584178446,986556,26.69853388567577,0.5239298651370441,299.5023696467057,157.30304169756366,0.9927292257431832,25.110809492789397,4546.392554668944,39.46701305806936,0.1470837331668622,91.04872472925048,87,0,64.12435441059182,55.10258226310249,93.5316291188585,52.7608803583323,30.106179212246627,31.76342983422781,53.84984635183827,42.74783758805735,9.710036112430288,19.587917367453134,20.404827614763025,1.1970467173089094,3.799306473371116,2,0,0,0,0,2011
Romania,23,1,933.2417405507276,80.20646057343916,1077414,-1.1760143848742786,0.2994080674758786,310.4976571205347,158.81448700963702,0.8591617311054601,65.00037422916829,4088.92606118728,48.80594145066471,0.1339405406043191,68.77149989318679,388,0,34.99830001424243,75.32446200796707,90.25160839946524,39.72638634378308,37.002777085073866,23.22083739897692,49.63468844240702,23.818307399440773,10.561980812031685,9.055449196068988,21.99989144195333,3.302103258919441,5.77089463048744,3,0,1,0,0,2023
Greece,8,3,1195.0463449237614,88.88647246033311,1393615,10.11107623730586,0.4248938161075506,312.3666089527178,162.19369237070208,1.0479321058565594,43.31079149666797,5185.809190078018,41.32108224638252,0.1872504121122094,82.00500223068605,146,0,44.45576379592809,87.1486309150755,99.65602238122756,76.61186540066511,24.827959708518616,14.740925839612018,58.58012040668398,19.0306160672905,30.68510347696777,0.273177826950243,6.242703271966031,0.8618078034404127,4.03752107628386,3,0,1,0,1,2002
Sweden,18,2,690.1957002002443,82.31378376061936,315139,11.950985230695244,0.2272504784751687,291.4206280417262,139.42954468123145,1.3068122419740829,59.57859518400852,3922.762649313952,64.62820966148982,0.056822967987498,96.26927802795728,74,0,65.55921276644568,207.1068408551641,93.57520667633436,35.102575641383176,1.951300262735252,13.096290216228487,37.12541191952459,49.0741116758665,5.01299292283543,4.317321009412416,8.08434562432749,-0.3226128091985185,3.6297748872412527,2,0,0,0,0,2012
Latvia,12,2,1206.0150024794432,74.11365156940961,945118,2.378649442171323,0.3575287027249685,303.3898281223552,164.86258138192397,0.8077155596868624,41.04260216862842,5166.169880464959,39.436998375281874,0.0413174648785688,57.59266027597947,80,0,48.561728005671775,79.54487392827096,89.73088262984108,0.0,41.18004371288857,0.0,33.24892248276957,40.87920894399329,18.28772241424401,4.5181398852516255,22.98938941983231,1.511531826979408,3.355692312799003,3,0,1,0,0,2015
Estonia,31,1,689.6317733046179,100.0,604881,30.492046824691236,0.2758527093218471,319.1190390039554,158.89393926760036,0.856211445967655,40.23815767527849,5133.65107950321,69.17701744730257,0.098203955972945,47.82955102680292,155,0,31.655080919877022,99.70431206077356,83.8802512221626,19.97905418713165,26.77106425482653,0.0,93.48901286818749,0.0,33.10593003146655,2.58916653889014,1.0052055014339183,3.1026916446986426,4.647420312153725,3,0,1,0,0,2017
France,14,2,1559.235435323822,80.12832816970855,660460,5.083051767236952,0.4997557146218623,279.7200355508664,140.5926659503364,1.0279162957272558,60.096692820353525,4920.229812553788,50.83254415535933,0.1687838977041851,64.89176337633144,279,0,49.73326677014117,104.72188901129728,73.14744181687722,56.8271822498685,23.88688873162982,26.44183588833392,59.40727198752968,12.761416718931931,25.469941609472464,13.161671383468454,15.471165430992407,0.1247135639852129,4.503270889069024,1,0,0,0,0,2018
Greece,34,2,1315.6626520723114,62.82390919847985,885623,9.302068197927223,0.3306202839584883,285.8805969069857,158.3543867305877,1.3139998749061548,45.59188895413709,6074.022217864349,48.15427075223859,0.2030703034731218,48.623337945905895,165,0,64.40663378169027,157.02310782906324,86.9672409425831,57.07232249480994,0.0,38.32380262908323,35.18384721323494,62.117298827971645,36.179933020513865,27.660071229250853,25.826524059706944,2.001284491405566,4.72773046003917,3,0,1,0,0,2006
Spain,18,4,1388.1597881357063,76.57901310278612,1246368,5.105016897930442,0.4252156264176203,270.17297551931995,141.97581801195864,0.9150773165986724,45.42676880259095,5046.256784718929,29.1370830629107,0.0877870471103615,56.319880569643495,203,1,93.28512498222634,211.7548071198764,80.20796512647097,31.181846056744764,0.0,6.191251345020055,66.18340223880857,0.0,0.0,7.113619989141608,5.336132218511011,0.1022018331416328,1.9639578961285429,1,0,0,0,0,2005
Switzerland,34,1,1304.104360771637,72.3272331162727,599802,5.020083794617319,0.3772890404379118,285.52851654418845,160.10179743675164,0.8567545939303968,33.920880367089985,5331.721083704836,66.65990549947968,0.2269152878265898,92.13887041550126,559,0,52.81348686558543,158.49422089869478,94.34773576613104,12.505046613670878,37.285479191731824,16.519721844838106,53.34445970244632,52.22692566291933,34.854065205162925,29.43724233889492,1.676967864734058,2.195313485714504,4.693886237207464,3,0,1,0,0,1993
Slovakia,11,3,1189.7290360764655,93.26145616040516,278132,10.910187686341068,0.4438234493632256,298.0867215665864,156.1992572154323,1.0327811220713634,53.07129480429725,5694.023958253924,55.07879458591195,0.1231898385630421,62.30641793454237,203,0,62.85866033816432,116.8614760070808,81.15475822950594,48.37271635615181,0.0,18.78667317019174,42.808954866666085,0.0,31.964288693134836,7.434374914380956,0.0,0.9626301330534084,4.715874705069464,3,0,1,0,0,1997
France,41,1,1049.9127810855052,88.21652659591587,740427,19.030552015900582,0.3704786351040858,263.2578064002081,144.9081307832793,1.0014971873469711,38.88605554354496,4958.267340832801,37.80990071738014,0.1713336466098012,73.982860987811,473,0,37.485916209531865,54.06697218535928,80.17717489380917,28.69116129905997,39.60387347567565,17.02708822900906,45.40053482909178,3.1228851434085314,44.1082162036902,8.041082616226792,14.032325884423264,-0.8693268714718208,2.728100872685089,1,0,0,0,0,2011
United Kingdom,12,2,1458.3733797610626,88.98712801790344,644425,13.601311527606027,0.5191058345708007,301.55567492693217,159.13504858916835,0.7950022277524109,31.67395566294691,4763.393642616959,44.78808507066263,0.1230178232542508,85.8756024270243,372,0,18.502899493990185,152.37818537881117,71.28791030905238,43.67305010503865,49.11670485095621,39.79959504405694,26.88523778983118,30.26242269030964,7.928478423267716,1.3893649461076292,4.61967275675601,1.0656289992380754,5.631940469287908,3,0,1,0,0,1999
Estonia,49,4,1556.8356675430632,81.29977534162755,999671,4.414713012854072,0.5062815600603353,287.9148345032038,163.0903119015369,0.9189339160374366,72.28729866391545,4781.890083953785,33.457251215860104,0.1441605979221201,92.77885870095722,165,0,37.49580913011059,134.26334136932107,92.96603329597669,37.087079958540265,0.0,0.0,42.35317861289308,43.68436292045032,25.336391930263414,6.900649117646147,11.091412077939411,-1.0605037693662094,3.584373244608634,2,0,0,0,0,2008
Germany,15,1,1099.0361729040812,82.20649752943079,1392949,11.937082049499356,0.3613916577303777,294.05989356236563,149.2650241655876,0.6064083772979232,35.505869524339154,5253.248312774367,42.22107344741381,0.2403160944031298,80.22679267176912,231,0,56.84371730102765,132.39823811759385,71.52298109739414,38.074432570683726,22.822166707975956,57.74424302329595,53.49780440663712,76.00038679073631,46.03036241827447,21.68536077838188,0.0,0.1864688078832646,7.675652002851656,2,1,1,0,1,1994
Spain,31,1,1531.535049155262,81.29068896392332,106471,-1.6700527839488206,0.4979981572729096,277.4669202918825,162.82266204088307,0.9939172391476152,28.14455350891344,5193.089683026233,48.85625696406306,0.1231950989566667,42.91408976464064,107,0,73.11213405057524,130.29783602926025,86.53567475612371,51.94807188322847,15.934403684300486,8.89940288301511,67.8430252254701,23.003772858594704,49.13621665350095,9.806809611502596,0.0,0.6577416850492277,4.44436003671593,3,0,1,0,0,2015
Cyprus,49,2,1183.3329099885177,84.18806815864531,829580,23.832613194239208,0.3984900467219256,293.4660881939586,152.21474006489944,0.7508121355082468,57.061433836988286,6027.168308403594,66.36830497105342,0.1029333589588608,74.21839531811631,432,1,45.92414790177722,138.1772705023727,93.52333004896306,0.0,0.0,32.112802506972066,33.16438216029208,35.811386111523504,2.329367791864147,10.519669474072554,0.4458300118621636,2.456885944648675,4.966725851248887,3,0,1,0,0,2004
Latvia,29,2,1138.3841868964332,93.35333435364836,412039,6.940359090212021,0.4250878384889954,320.18799497405627,163.74303559330437,1.4937903715701064,50.18087042560339,4619.144275257545,74.9171893953521,0.1833346046206852,86.51557021658863,220,0,58.28871493348523,187.15474289392628,80.57475772351432,45.07309657917383,67.6109149918513,15.120441073118473,61.76562649347957,41.88375333724516,23.035177052409217,2.958914528539362,5.092318082050416,3.429221485404196,5.36290022043369,3,0,1,0,0,1999
Norway,26,1,1054.4827329553568,88.36075412505346,540917,7.47538188564995,0.3726995579831308,289.00293752170506,154.04055493788408,1.1109670269559966,30.05673997362951,4858.785737083886,55.33173182066495,0.1987042952831552,77.5096389549551,506,0,67.87015488214765,54.25716712352458,82.9474638636405,40.47094465258677,67.98532786671214,19.972335051392676,55.57621029845728,22.13233242248996,9.769585030344532,3.809276024537371,13.540557537434305,1.9802649361610716,4.161105111691528,3,0,1,0,1,2016
Spain,18,2,809.2877615301198,90.00112829620866,664216,-7.46148860914532,0.2913472466160953,261.80594530803467,166.7315211768238,1.050754537334525,38.817231569269495,5572.62217837259,34.431185561760785,0.0746086823131756,83.2170605353773,245,0,15.168163893237905,146.85635704808203,65.86077733568173,58.92348622744564,33.048634431836774,1.6180884947481502,79.47270568300065,40.78451977382509,11.776012925944531,0.8847966794502513,2.566895056709086,-0.4295658891144244,5.954496697885192,1,0,0,0,0,1992
Luxembourg,32,2,603.7196608180592,89.99558908249203,560339,6.933029031606243,0.2173284260640141,313.2065841794624,145.86393792819035,1.105390662314678,50.03387008035312,5393.905139444673,73.29374669206253,0.1683738540307044,64.90717836124179,729,0,75.85433553593265,136.02494265412793,66.62679319482505,37.22521740175323,54.352709938052925,25.22825732939024,50.35879179425403,27.01231086786061,6.61717181064925,22.410001272907948,0.0,3.105289957960859,6.452795987315755,3,0,1,0,0,2010
Ireland,22,2,841.5062268560613,93.84442437381738,250131,28.823222129520023,0.3158826698651602,303.1367177008194,146.15351379867738,0.9017280527710844,43.16953393148609,4965.846659697431,32.27707611583003,0.1768347376267329,76.41779451078847,357,0,42.92506175551975,139.32682125161423,68.38797098128991,48.728622793295365,51.08343428971902,31.730039710571887,62.66935143116957,53.15593558029702,0.0,17.116615747839802,10.366514603605031,1.4661920464305769,5.161999592903522,2,0,0,0,0,2018
Malta,38,2,1109.723171603565,87.88150041540254,824901,18.115210937041255,0.3900965494650422,296.41064186491536,147.1200208974004,0.971563933565506,51.7899301311707,4882.750845879324,58.589126458267,0.2372573992716217,84.91349985090045,537,0,72.68124279487097,74.85901006360214,88.68773835670709,44.84315481912961,55.395722408802754,21.550305893368723,64.25191307519198,53.37532088790233,27.35587351323555,38.88023330869404,0.0,1.803569973647161,7.1472316893996775,3,1,1,0,0,1997
Malta,17,2,979.9599522597524,88.58848072678919,1024156,23.08997119123672,0.3472526533751534,303.5207823446797,156.26659031557037,1.1010785468975155,39.90122647106894,4699.094460900231,50.65805495871136,0.129882130840834,96.37860119398644,541,0,71.91474696995813,75.66404767549689,70.33172265135558,28.03881905524264,28.59250267079867,0.0,35.797224001572296,37.64573643653827,5.127499564775853,10.21597876114911,22.27596000618083,2.275542583609054,3.6251670662831046,3,0,1,0,0,1998
Ukraine,23,4,1048.485228002634,96.88806241193156,77372,13.166107956322724,0.4063428088348301,296.2377425912539,153.47718885557293,0.8048228913090956,52.27119479670706,4457.3783557531815,62.329186474987694,0.2173431941635444,65.42807331475028,614,0,83.9502123397678,111.9044703493254,89.15690735087912,33.16942389065091,16.34613427647346,5.700724497962678,38.16499649865648,25.399205154157244,13.246176315427034,20.28028191865041,15.046614685544515,2.926042191793184,5.307575052715645,3,0,1,0,0,2025
Netherlands,24,2,1580.6482195640497,78.34954081996888,968576,-14.201571878475129,0.4953722488029786,319.64899359864484,157.86560069626952,1.1366201395132038,35.36615668378137,4985.126742068253,42.44519854654463,0.1580669882873668,65.09835254741365,123,0,65.22754785865412,138.6196844272341,67.5391914926361,57.53598629343192,66.01266548413503,0.0,29.09123667605252,17.631570889366746,34.93585561237419,5.616467953323866,6.4274128807158455,2.185604920141977,5.34337214033624,3,0,1,0,0,2004
United Kingdom,8,3,950.2723706693276,76.44257420048493,354898,12.696020736382083,0.2905650648222431,306.2799929287352,143.35873131550645,1.4214242916629816,30.31087395266062,5350.384331033397,60.3479151386846,0.135030215544385,98.74272873942512,283,0,68.20135141784189,147.57928359936545,79.02539730010429,22.567644312080112,0.0,4.072174203252292,31.558418012149883,59.3577625462206,38.24362305937574,3.219046387897623,28.62433741254073,0.3880627447158948,2.7516897250320977,3,0,1,0,0,2007
United Kingdom,41,1,1052.182939360108,73.14078400813145,1088593,14.012129708598122,0.3078299404191141,288.1536290123275,147.8250963312237,0.7040203184163001,55.79507884718659,5221.760385286396,64.51212646095794,0.1128739853127293,69.93746091381034,149,0,85.23056839923655,143.17965703750463,73.98156469000051,45.89586561097215,0.9745709118393684,0.0,45.54342807860774,52.07158245266109,42.39313947241399,0.1783782612042705,24.727412406245328,0.2617056027135862,4.475304560628687,3,0,1,0,0,1994
Denmark,6,4,733.5155513528196,86.82914563620255,277849,20.956391411630623,0.2547621145393335,317.37932412483576,167.70642512988917,1.1065553218356097,44.3662607363118,4950.583877490703,54.10097030442576,0.1748250996933519,78.34066209469349,383,0,41.16903716746437,178.04310927365322,76.85009363174463,32.20277428427106,73.80288404240727,43.36831308693393,54.17116353726359,41.36524973097708,9.15176300298392,1.7023190134370012,7.181960919678765,2.8641195213180217,6.258840010196273,3,0,1,0,0,1992
Belgium,5,4,647.9577324369876,66.46267758780877,243750,11.632596944340856,0.1722600234459486,322.29977296718647,158.71588550068788,0.8363112867609079,50.30443159352116,5191.067333895582,50.13051119874597,0.0916006087828452,78.93681300749296,459,1,63.92477820736405,134.3608890451909,93.21046222805528,40.37289512735416,31.196909864289765,34.54553321922583,79.41964342732766,38.83666378205621,25.182695723952445,7.39522116746844,11.691754116216076,3.6430551472425754,4.595993456077824,3,0,1,0,0,1996
Switzerland,44,2,1375.4095145924946,89.62154096059677,97469,4.2820899099756495,0.4930652805985831,308.6554592751692,161.23589704192236,1.1381892105883895,58.36496398267605,4427.938405147628,60.20455173360233,0.0953777612579809,74.92996055626303,703,0,59.83402435059983,106.54874144438487,58.74239386302762,44.312751445726605,2.9589866856983846,66.25942983345023,45.76324794600727,54.55336959400408,11.003224059582202,26.45874104392292,0.0,2.74093682463431,4.919541214828753,3,0,1,0,0,1994
Switzerland,29,1,1170.683175071979,83.90806905499447,957823,11.007995008305368,0.3929190587818391,301.1039438339327,152.44698965973774,1.0677807861552202,31.411472467929844,5340.117806112762,63.42157445882143,0.1802494370611734,100.0,402,0,88.49403177077401,217.2030254821202,95.37036452980344,16.625365363039954,11.875054526387768,39.33861673964544,17.028930431354937,19.78445883197435,8.496778201235166,1.829192280968432,10.553950574769232,0.8139311016805723,3.610514257447952,2,0,0,0,0,2019
Belgium,28,3,1360.7048060438951,96.34639699821057,1053372,8.577397350935788,0.5243960217619128,282.1885467524086,157.94837812503667,1.3759211588158289,47.98566292428462,4140.9773108522,45.34255010224172,0.2423682751350482,71.56239697694843,686,0,49.10951684285636,131.4365998235002,84.63128210092587,69.54683318309489,62.56136008535776,0.0,70.80541389679433,87.78640805693806,30.63062412451968,0.0388395915599386,2.9476723260687514,1.428447955168389,7.295399357992556,3,1,1,0,1,2008
Switzerland,11,2,749.8627988865517,78.28082689535009,455470,17.236445700358786,0.2347995198196034,305.2848851605235,150.25122096172186,1.340308160064153,74.79988031878881,5152.981748609682,43.65288632927623,0.0790647553861932,86.86197403349637,83,0,78.98573156437206,132.6290682468973,68.07989745796185,48.91983462082185,12.323703672567234,14.168024859447076,70.9538457874672,66.58425342832578,3.2279557292792624,17.592313265735065,0.0,-0.0567547830969211,5.666158454381095,2,0,0,0,0,2016
Slovenia,1,1,1171.828771182691,82.96681714582493,662574,11.03029482331358,0.3888916135397242,300.82039297013614,136.4973030490274,0.7103811781837859,37.59801571525628,5354.91549962379,43.55199941716534,0.1133799384359686,68.73805303549611,613,0,60.16224962345857,100.652691009124,87.9332986378064,38.2265176557945,32.05619376139069,0.0,42.05720191073087,42.62949442302983,2.363876523032655,20.863311916755865,3.4329581944323406,0.8789103727600508,5.762636341911504,3,0,1,0,0,2024
Spain,43,2,853.6424743413755,96.22203333293368,790183,2.098611082557687,0.3285568584819354,294.5979581938019,165.35437479682824,1.1528482179824713,21.904117548239064,5062.909117465099,27.525241035231826,0.1646491301216955,100.0,686,0,46.89193375410842,115.60992374949862,74.42065006334269,30.206045487848847,5.119618361958661,36.52033234690619,19.910450770107243,47.840327642288834,21.47496837800025,0.9200749692069182,8.268076985552367,1.3852253310103222,3.431948825319304,3,0,1,0,0,2000
Lithuania,19,2,828.06181690002,98.83135646778152,1310753,17.668998185387945,0.3273538904136188,305.48902204194087,156.8217873874411,1.149415148447224,52.33062731371808,5003.892088129202,59.33338688625295,0.1223713634778407,62.68154263697967,47,0,83.50268140620858,116.44934631638692,77.86133774744988,68.33684867783602,14.72889467456188,38.7486953426092,48.62245952295892,38.59243055612836,43.45477520112725,16.52652956126611,15.58247025799522,1.189920708918416,5.298679936719787,3,0,1,0,0,2004
Croatia,9,2,611.5260140529853,78.1984763424818,79070,4.611424986908062,0.1912816101709382,296.3058633132089,147.67960068442392,1.2377834296463304,15.02824780591045,4364.711853939257,49.93525116961554,0.0559895321590455,84.27541712314542,513,0,53.782522791777325,162.68969170931757,94.2637972415238,94.21605626233548,0.0,17.16555495850914,41.49536547050859,15.050464539180275,30.85090227659184,12.236794348436906,20.083943716932367,0.5717113949901623,2.85628180463994,2,0,0,0,0,2021
Luxembourg,27,2,730.3407235690719,86.8178123258716,841301,8.840033551166885,0.2536263354910438,303.23174562381195,155.01262051350824,1.0944829062154016,23.53531661669688,4973.688123160995,47.15813102069521,0.1072553115686406,39.86033996620212,465,0,44.94567147895575,130.6435758225816,67.45308954521232,21.62132603821407,60.36369597165855,15.24752406242832,72.70490825863664,35.41916650265349,22.804595230716345,5.685463606546168,9.051333811156097,1.289752604267184,6.075099487207125,3,0,1,0,0,2005
Sweden,34,2,909.2681114996954,87.94418977684049,957732,7.360819596781399,0.3198593894230343,310.53743175957703,150.33844798879767,1.1193042963167623,40.09324794030736,6189.399102709383,45.56422223949912,0.1744814277849479,70.59602036260674,340,0,42.80990370795537,142.7336826083992,79.13001775464409,39.31448568732954,22.60218128766505,29.58983829429867,95.13907113936598,42.18947414346152,41.57545658033045,14.018113131385276,16.518158476723084,1.4334980598357578,6.854315086424108,3,1,1,0,0,1998
Czech Republic,44,2,716.878760590939,88.73653405621148,1229344,14.372229640341244,0.2544533462134101,275.03358251732374,169.984698448781,0.7934799381808643,39.56870332057019,4959.275428794344,54.37659983491567,0.1359954181278188,83.35110060001668,388,0,79.47073370332822,79.58956086989625,87.58274511930057,43.07562887626663,33.723467802502334,41.544053919451386,56.03334781025731,34.03413960857913,20.38605386089656,1.0370555058793125,19.87171253888376,2.1459116945846084,6.2748810210504296,3,0,1,0,0,2004
